entity,attribute,answer
上海市儿童医院,医院类型,儿科医院
蓝影人逃上天,操作指南,加载完毕点击startgame
五铢钱,单位,货币
杜甫,祖籍,湖北襄阳
西北大学,校长,mortono.schapiro
白冰,母校,中共中央党校西北师范大学
德生cr-1100dsp,外形尺寸,258*148*63mm
天翼日程,更新时间,2014-06-08
验证码识别,原因,表面方向不连续
巴斯克维尔的猎犬,编剧,carlavonstackelberg
华纳我爱经典系列,曲目数量,15
鹤见站,所属路线,■鹤见线
城关镇,电话区码,736
银河护卫队,票房,5.94亿元（中国大陆）
李宁玉,饰演,李冰冰（电影《风声》）
中国风站,软件类别,绿色软件
张立,专业,医学系
恐怖鸟,时期,6400万年前至1万年前
马科斯·儒尼奥尔·利马·多斯·桑托斯,球场位置,前锋
渡良濑准,性别,男
溪口镇,面积,220.72平方公里
飞魔幻,国际刊号,cn41-1357/i
《忘忧草》,演唱者,周华健
精忠岳飞,运营商,欢乐园游戏
kty84温度传感器,特性,精度等级0.5%
吉林艺术学院,学校地址,自由大路695号、红旗街2077号
春丽,所属作品,《街头霸王》
钩端螺旋体病肺出血型,就诊科室,传染科
htcone,上市日期,2014年6月
江陵之战,结果,吴军获胜
想你,演唱者,张国荣
氢氧化钾,cas登录号,1310-58-3
下寨自然村,年降水量,1230毫米
金沙城中心,星级,五星级[1]
p2p终结者,软件版本,4.27最新安装版
文理书院,学生人数,1029人
夏普lcd-37gx3,屏幕比例,185w
天然气管道,备注,世界管道总长天然气管道约占一半
美丽风毛菊,组,纤维组 sect.laguranthera
礼物,作词,楚男
文峰塔,始建时间,宋代
越南战争,地点,越南
聊斋,制作公司,云南电视台、上海影视
城关镇,邮编区码,415200
共青团合肥市委员会,主要职责,领导全市共青团工作
新华路,长,1060米
比亚迪,员工人数,164177（2014年）
《最游记》,主要角色,玩家
聂氏字辈,范围,四川省大部
剑子仙迹,星座,双子座
线性代数,书号,36843
室宿二,亮度,1500l☉
超级星光大道,播映,中视无线台（星期五22时整全球首播）中天娱乐台（星期六22时整延播）
铁狮玉玲珑2,制片商,台湾好孩子国际娱乐有限公司
石家庄阳光格瑞酒店,火车站距离,7.7公里
华为s1700-28fr-2t2p,传输速率,28个
大争之世,完成字数,1452757
范蓁蓁,风格,爵士，简约，文艺女青年
恒大名都,开盘时间,2011-6
刘在石,宗教信仰,佛教(参考naver人物和维基百科)[5]
凤凰山,所在地区,辽宁凤城
西游记,国家／地区,中国大陆
河南天地粤海酒店,机场距离,新郑国际机场38公里
广德公主,亲属,明英宗
everything,格式,单曲cd
阳光海岸,所在区域,上城南星
太平桥,宽,2.5米
闽东语,区域,福建省东部福州、宁德地区
金享630笔记本无线鼠标,连接方式,无线
英国国旗,形式,蓝底，上为白边红色圣乔治十字以及红白交错的圣安得鲁十字。
珍重,近义词,保重、珍爱、珍视
《意林》,定价,5元/期
《中国电视》,邮发代号,2—870
深圳市博爱医院,医院类型,综合医院
新城中学,教职工,224人
zte-cs160,网络频率,cdma800mhz
罗斯福号航空母舰,功率,"260,000马力"
绿维网,服务,提供企业免费发布产品信息平台
清泰山天仙圣母碧霞元君之印,形状,顶上雕一对夔龙纹
疯狂的麦咭,播出时间,4月12日至5月24日
市中区巡警大队,对应,综合科、业务科
傅博,主编,《日本十大推理名著全集》、《日本推理名著大展》、《日本名探推理系列》
城关镇,gdp,8.679亿
王军,青年队,天津队
溪口镇,人口,2.42万（2012年）
华南虎,亚属,豹亚科
最终试练,单机分类,单机游戏
万科城市花园,板块,住宅
索尼爱立信t650c,可选颜色,gsm/gprs
菲利普,母亲,保拉王后
口腔修复,所属科室,五官科-口腔科
中国2010年上海世界博览会,主题,"城市，让生活更美好bettercity,betterlife"
2014世界互联网大会,举办地点,永久会址浙江嘉兴桐乡乌镇峰会[2]
深圳市博爱医院,医院性质,股份制
cad教程,版次,第一版
茶花女,出版地,法国
木腰子,主治,失眠多梦、小儿惊吓
宋宁,爱好,踢球、攀岩
信息处理,适用领域范围,对经济生活本质描述的细致性探讨
gba,发售日期,日本－2001年3月21日
王皇后,谥号,孝贞庄懿恭靖仁慈钦天辅圣纯皇后
益川敏英,研究领域,高能物理[1]
《生化危机》,其他类别,小游戏
历史研究,定价,48.00元/期；288.00元/年
杰克逊,人口（2010）,"5,228"
中法战争,结果,法军不胜而胜，签订《中法新约》
隋宫,题材,咏史怀古诗
少女时代,出道日期,2007年8月5日
kanon,音乐,折户伸治，麻枝准，odiakes
三星kfr-25gw/wca,空调类型,壁挂式空调
妮可·罗宾,职位,草帽海贼团考古学家
勾股定理,提出时间,公元前550年
pdf,缩写,可移植档
空之境界,原作者,奈须蘑菇
中国电视报,邮发代号,1-21
潘春春,三围,95、59、90
小棕块进火坑,如何开始,playgame-然后点击startgame
安兔兔评测,更新日期,2015-1-9
能量因子,用于,洗涤用品广告
坑爹,概念,宣泄、不满、感叹、搞笑成分
美学论集,统一书号,10078-3124
白石站,车站构造,地面车站
长相思,作品别名,长相思二首、长相思三首
fag22210-e1-k+ahx310轴承,品牌,系列：调心滚子轴承
榆林,特产,陕北红枣、绿豆、土豆、小米
中华医学杂志英文版,编辑单位,中华医学杂志英文版编辑部
四川省“十二五”循环经济发展规划,文号,川办发〔2011〕79号
襄阳站,管辖权归属,中国铁路总公司武汉铁路局
万科金域华府,均价,8300元/㎡
董建华,居住地,香港
氯丁胶乳防水砂浆,适用,建筑外墙
企业资源计划,页数,392
迪迦·奥特曼,成就,第一个能变换形态的奥特曼
沙漠皇帝,价格,4500点券/6300金币
中山公园站,坐标,31°13′11″n121°24′39″e/31.21972°n121.41083°e
barracudabbfi330,设备类型,链路负载均衡
使命召唤：现代战争3,所属系列,现代战争系列
一槌定音,近义词,一锤定音
民国四大美女,所属年代,民国
格力kfr-23gw/(23550)fnaa-3,冷暖类型,冷暖型
火车wifi,软件平台,四川日报报业集团、华西都市网
坦克世界：将军,开发,wargaming
岛耕作,连载期间,1983年－1992年
白石站,启用年月日,1903年（明治36年）4月21日
兰多夫,所属运动队,丹佛掘金队
2014年意大利世界女子排球锦标赛,举办时间,2014年9月23日~10月12日
黑板漂流,方式,发微博
皇家奥维多足球俱乐部,联赛级别,西丙
minecraft,模式,创造，生存，极限，冒险，旁观者
五诸侯一,视差(π),0.03mas
时空猎人,游戏版本,5.0电脑版1.0
纵贯线,技术数据,399.8公里
阴守忍者,日文名,陰からマモル
越王勾践剑,现状,现藏武汉湖北省博物馆
城区,行政代码,140202
松讯达ts813,尺寸/体积,11.25×51×15.5mm
汽车文化,开本,16开
裙菜排骨汤,制作难度,一小时
迅扬5830,机箱类型,台式机箱（中塔）
计算机应用基础,字数,470千
利物浦足球俱乐部,容纳人数,45364人
裂鬼,作品类型,悬疑小说
h-iia运载火箭,高度,53米
硒,密度,4.81g/cm³
铑,发现时间,1803年
《i》,音乐风格,流行、摇滚
新思维英语教师用书1,所属分类,图书
海王星,发现者,"奥本·勒维耶、伽勒,亚当斯"
碳化钙,熔点,2000℃
佐佐木望,血型,o型
门下士,意思,).学生
成都第二国际机场,所属区域,简阳市
成都中医药大学附院针灸学校,创建于,1960年（庚子年）
疯狂的麦咭,国家/地区,中国
胡安·阿兰戈,国家队‡,120
吉祥寺,俗称,急水庵
东莞市石龙亨通五金厂,法人代表,李刚
真·巨武器破坏者护肩,需要等级,57
罗勒煎鳕鱼,操作,新鲜的罗勒洗净
sv-98狙击步枪,口径,7.62mm
黄勇,学位,工学学士
万达广场,所在城市,哈尔滨市
robotics;notes机器人笔记,连载杂志,月刊comicblade
巴斯克维尔的猎犬,片长,sovietunion:154min
九阳dj12b-a17d,产品容量,1.0-1.2l
上海市闸北妇幼保健院,是否医保,有医保
叶静子,背景,叶剑英元帅孙女
氟硝西泮,性状,淡黄色结晶性固体
丰富衣橱2,游戏类型,装扮小游戏
复写纸杯,介绍,一款极具个性与创意的复写纸杯，
恶灵兽,称号,年兽/邪恶之王
武媚娘传奇,在线播放平台,爱奇艺，搜狐视频
平常,集数,48集（dvd、网络）/40集（电视台）
魔迷曦月,小说类型,奇幻
叶冰瑶,性格,善良，天真，坚强，率真
新湖香格里拉,建筑类别,联排独栋
2014男朋友标准,标准,身高175-182cm、体重60-80kg
铔,五笔,qgog
唐寅,号,六如居士、桃花庵主、鲁国唐生
庚家女战士,口号,热闹素偶棉的特点
狂仙,授权状态,a级
豹2e主战坦克,原产国,德国、西班牙
名校,语言,国语
月光,演唱,徐良l阿悄
城关镇,知名企业,密饯厂
城隍庙,始建,北宋皇佑三年
武则天,主要成就,废唐，改国号为周；中国历史上唯一一个正统的女皇帝；上承贞观之治，下启开元盛世
芯节能,技术特点,创新真空多元发泡技术
雷霆之怒，逐风者的祝福之剑,物品等级,80
开封县第一人民医院,医院等级,二级甲等
宙斯,子女,雅典娜（女儿）阿波罗（儿子）阿尔忒弥斯（女儿）赫淮斯托斯（儿子）阿瑞斯（儿子）赫拉克勒斯（儿子）
kanon,主要配音,杉田智和，堀江由衣，国府田麻理子，田村由香里，佐藤朱，饭冢雅弓
白石站,月台配置,2面4线
对讲机电池,容量,600mah、800mah、1100mah等
益安宁丸,是否纳入医保,未纳入
微机原理与接口技术,印刷时间,2008-5-1
中正路,起点,三多一路、建军路
纸牌12合1,软件类型,完全免费
天主教维多利亚教区,基本资讯,加拿大
美的sh2120,电源,2100w
贝克山,座标,0°22′00″n29°54′00″e/0.36667°n29.90000°e坐标：0°22′00″n29°54′00″e/0.36667°n29.90000°e
香港信贷,上市市场,香港交易所
中国国家足球队,外文队名,chinanationalfootballteam
fag32926圆锥滚子轴承,轴承型号,32926
南昌工程学院,简称,昌工
流氓高手,总点击,14384590
swot分析法,应用领域,各个领域
惠普hpcom16004400毫安笔记本电池,电池类型,锂离子电池
下岗,基本解释,指离开执行任务的岗位；
红,录制,"nashville(blackbirdstudios,painintheartstudios);洛杉矶(ballroomwest,conwaystudios,enormousstudios,thevillage);northhollywood(marlaystudio);topangacanyon(thegarage);santamonica(rubyredproductions);斯德哥尔摩(mxmstudios)"
奔跑吧兄弟,主持人,邓超、王祖蓝、王宝强、李晨、陈赫、郑恺、杨颖（angelababy）
金秀贤,特长,跆拳道黑带，攀岩，潜水，滑雪
成贵高铁,速度,250公里/小时
上海市建筑市场管理条例,通过时间,2014年7月25日
自由党,主席,周梁淑怡
承德避暑山庄,修建时间,1703年
风雨归舟图,文物原属,谢彬绘
西湖,湖泊面积,6.39平方千米
黑芝麻沙拉面包,注意事项,1面团发酵好要压面排气
红龙山药,运动员慎用,非慎用
梁家庄村,人数,796人
贷本经商,类属,徽商资本
的的喀喀湖,海拔高度,3812米
西湖,记载,《新开隐山记》
23226cck/w33轴承,轴承系列,"球面滚子轴承,圆柱和圆锥孔等"
重庆小面,主要工艺,煮、拌
腾讯,创办人,马化腾
淡定哥,事件,交通事故
中华人民共和国行政诉讼法,施行时间,2015年5月1日
passion,时间长度,43分51秒
犬瘟热,传染性,有传染性、高
丰富衣橱2,游戏大小,2065k
益友螺旋藻,成分,蛋白质:55-70g
孙建军,教学职称,教授
西湖,湖泊所在地,湖北省黄冈市
三剑客,色彩,彩色
月光,mv导演,彭宥纶
htcone,内存,"rom:16gb,ram:2gb"
中山路,终点,淮浦南路
女神联盟,奖项,2013页游&移动游戏峰会十佳页游
优派mw291鼠标,最高分辨率,无线
上海佳豪,主营,各类运输船舶和海洋工程装备设计
桑佛大学,学校主页,http://www.samford.edu/
董小飒,绰号,董弱鸡、董欢欣、董记龙、董日蟹
鲁大师,开发者,鲁锦
破产清算会计,业务,审计会计报表、验证资本、
陈宁,临床职称,南京医科大学附属口腔医院副院长、教授
越南战争,指挥官和领导者,胡志明黎笋武元甲文进勇黎仲迅范文同黄文泰（英语：hoàngvănthái）陈文茶（英语：trầnvăntrà）阮文灵阮友寿...及其他（英语：leadersofthevietnamwar）
网上检索引擎,工作方式,全文搜索引擎
幻梦公会,游戏名称,剑侠情缘一/二/外传
孙策,官职,殄寇将军→讨逆将军，会稽太守
仙魔变,标签,动作对战英雄
创舰cjc-368,音箱系统,2.0声道
微星k9a2gm-fih,集成芯片,声卡/网卡
贸易自由化原则,原则,关税减让原则
贝复舒滴眼液,主要成分,重组牛碱性成纤维细胞生长因子
thewanted,成员,max
倩女幽魂,制片,温嘉文钟珍叶百全周国忠
凤凰山,交通信息,位于邹城东北40公里，田黄、城前、张庄三个镇的交界处。
dutch,发音,kk:[dʌtʃ]
摩托罗拉zante,重量,150克
王强,其他作品,《秋天不回来》《不想让你哭》等
地缚神的复活,卡片种类,64187086
中山桥,宽度,50米（160英尺）
车太铉,原文名,차태현
最游记,动画制作,东京kids（日语：東京キッズ）
海尔bcd-231wdcv,总容积,231l
博略,政府,jean-pierreballé
辛集镇,方言,河南话
泰坦尼克号,制片成本,2.3亿美元
落水洞村,平均气温,15.00℃
佩皮尼昂－菲格雷斯高速铁路,概览,法国佩皮尼昂 西班牙菲格雷斯
首尔sk骑士,主场,首尔
雧,郑码,ninf，u：96e7，gbk：eb7d
摩根大通,总资产,2.5万亿美元
《兄弟》,主要奖项,多次斩获全国各地收视冠军，并夺得北京电视台颁发的“最佳收视贡献奖”。
蓪,总笔画,17
nskmr117/mr117zz轴承,轴承品牌,微型深沟球轴承
广州恒大淘宝足球俱乐部,主教练,卡纳瓦罗
乐力钙,批准文号,国食健字g20070361
元素英雄神·新宇侠,卡片密码,31111109
枣林站,车站等级,现为四等站
第3次吉田内阁,罗马字,daisanjiyoshidadainijikaizōnaikaku
福特野马,生产厂商,美国福特汽车
零口站,邮政编码,710607
赵光祖,汉字,趙光祖
高田ic,与起点之距离,0.0km（起点：高田ic）
李明,逝世日期,1933年
华硕,公司口号,"华硕品质,坚若磐石"
陀螺戰士,播放期间,2001年1月8日－2001年12月24日2002年3月28日-2002年10月1日
n-i运载火箭,直径,2.44米（8.0英尺）
迪·布朗,职业生涯,伊利诺伊大学
天宁寺,建造时间,后周文顺二年（952年
大手町站,车站编号,m18
十二生肖之马上就好,机构,安徽电影集团有限责任公司
纤维水泥板,生产厂家,金特建材
林肯县,统计资料,"february20,1796"
徐州市淮海西路中心小学,在校学生,900人
难波圭一,隶属,青二production
华南虎,亚种,华南虎亚种
美丽中国古老长城,部门,国家旅游局
维纳斯和阿多尼斯,创作时间,约1847年
